"","KitID","SampleID","Date","Barcodes","SampleType"
"377","UBMkid235105086","70-1001-2024","10/27/15","NA0008343786","Mouth"
"378","UBMkid235105493","69-090-05","5/4/16","NA0008948898","Mouth"
"379","UBMkid236105419","69-086-04","4/29/16","NA0008944141","Mouth"
"380","UBMkid237104628","69-032-5012","10/1/14","NA0009404817","Mouth"
"381","UBMkid237105131","69-053-2022","9/30/15","NA0008343770","Mouth"
"382","UBMkid237105484","69-066-04","9/9/16","NA0008944145","Mouth"
"383","UBMkid237107466","69-039-1011","2/13/14","NA0008352327","Mouth"
"384","UBMkid237129356","70-1001-09","7/22/14","NA0008933013","Skin"
"385","UBMkid238104701","69-027-2013","10/7/14","NA0009404786","Mouth"
"386","UBMkid239105236","69-001-7042","10/4/16","NA0008944130","Mouth"
"387","UBMkid239107364","69-043-2024","10/6/15","NA0008329113","Mouth"
"388","UBMkid240105453","69-100-6023","3/7/16","NA0008948894","Mouth"
"389","UBMkid240127751","69-103-06","6/14/17","NA0011525162","Skin"
"390","UBMkid240128820","69-086-01","4/15/15","NA0008949567","Skin"
"391","UBMkid241129200","69-069-01","11/25/14","NA0008933458","Skin"
"392","UBMkid242105274","69-068-08","8/23/16","NA0011525421","Mouth"
"393","UBMkid242127841","69-064-11","7/21/17","NA0010629670","Skin"
"394","UBMkid242128973","69-100-6014","10/12/15","NA0008943071","Skin"
"395","UBMkid242129177","69-073-01","12/9/14","NA0011524454","Skin"
"396","UBMkid243107389","69-022-01","11/1/13","NA0008352304","Mouth"
"397","UBMkid244105383","69-047-07","5/27/16","NA0008948860","Mouth"
"398","UBMkid244128658","69-012-08","1/12/15","NA0008898698","Skin"
"399","UBMkid244819270","69-063-1032","2/21/18","NA0014732803","Skin"
"400","UBMkid245128788","69-048-03","9/17/14","NA0008949570","Skin"
"401","UBMkid245129030","69-028-6014","4/23/15","NA0008943084","Skin"
"402","UBMkid246128654","69-026-2024","5/11/15","NA0008331010","Skin"
"403","UBMkid247105269","69-123-6013","5/2/16","NA0008944138","Mouth"
"404","UBMkid248104829","69-111-6014","10/12/15","NA0009404824","Mouth"
"405","UBMkid248104925","70-1003-06","1/22/14","NA0008362544","Mouth"
"406","UBMkid248105318","69-043-8025","4/25/16","NA0008948892","Mouth"
"407","UBMkid249127949","70-1003-07","4/2/14","NA0010629654","Skin"
"408","UBMkid249128920","69-069-1023","5/27/15","NA0011470373","Skin"
"409","UBMkid249819393","70-1005-1035","4/12/18","NA0014732824","Skin"
"410","UBMkid250128595","69-001-6032","4/7/15","NA0008949552","Skin"
"411","UBMkid252128971","69-091-01","5/21/15","NA0008943089","Skin"
"412","UBMkid252819939","69-032-1065","1/17/18","NA0014756509","Skin"
"413","UBMkid253104633","69-058-06","10/7/15","NA0009404804","Mouth"
"414","UBMkid253104641","69-087-03","12/16/15","NA0008332471","Mouth"
"415","UBMkid253104947","70-1010-04","10/16/13","NA0008328977","Mouth"
"416","UBMkid253105475","69-104-6024","2/23/16","NA0008948880","Mouth"
"417","UBMkid253129013","69-051-04","4/16/15","NA0008943088","Skin"
"418","UBMkid254104981","69-040-2015","10/23/14","NA0008328988","Mouth"
"419","UBMkid254105362","69-087-04","5/12/16","NA0008944140","Mouth"
"420","UBMkid254127990","69-021-4011","6/21/14","NA0010630088","Skin"
"421","UBMkid254129175","69-034-01","12/6/13","NA0008933453","Skin"
"422","UBMkid255129024","69-043-2024","10/6/15","NA0008948182","Skin"
"423","UBMkid255129084","69-032-07","5/28/15","NA0008943068","Skin"
"424","UBMkid256104794","69-040-04","2/20/15","NA0008332493","Mouth"
"425","UBMkid256105218","69-081-05","4/27/16","NA0011525459","Mouth"
"426","UBMkid256105404","69-043-11","8/31/16","NA0011525453","Mouth"
"427","UBMkid256107588","69-031-1012","4/5/14","NA0008352329","Mouth"
"428","UBMkid256128621","69-063-6021","1/16/15","NA0008949532","Skin"
"429","UBMkid257105433","69-085-06","8/19/16","NA0008944133","Mouth"
"430","UBMkid259105098","69-001-6043","10/27/15","NA0008328999","Mouth"
"431","UBMkid259105431","69-091-04","2/16/16","NA0011525433","Mouth"
"432","UBMkid259129266","69-021-3001","12/20/13","NA0011524486","Skin"
"433","UBMkid261104882","69-064-07","9/15/15","NA0008332470","Mouth"
"434","UBMkid261105010","69-039-03","6/24/14","NA0008328993","Mouth"
"435","UBMkid261107464","69-015-01","8/1/13","NA0008332873","Mouth"
"436","UBMkid261107581","69-027-02","1/22/14","NA0008332860","Mouth"
"437","UBMkid261128551","69-037-1036","3/26/15","NA0008330990","Skin"
"438","UBMkid262105084","69-077-02","3/18/15","NA0008353255","Mouth"
"439","UBMkid263127833","69-114-6013","11/2/15","NA0010630066","Skin"
"440","UBMkid263128019","69-053-6033","11/22/16","NA0010629630","Skin"
"441","UBMkid263129204","69-053-4014","7/24/14","NA0008933014","Skin"
"442","UBMkid263819471","69-120-06","3/21/18","NA0014756490","Skin"
"443","UBMkid263819897","69-099-05","12/5/17","NA0014756504","Skin"
"444","UBMkid264105083","69-109-2014","9/10/15","NA0008353275","Mouth"
"445","UBMkid264128960","69-004-04","3/14/14","NA0011470355","Skin"
"446","UBMkid265104610","69-028-6015","4/30/15","NA0008332504","Mouth"
"447","UBMkid265104745","70-1015-6024","6/29/15","NA0008366984","Mouth"
"448","UBMkid265105003","69-074-6033","7/30/15","NA0008362389","Mouth"
"449","UBMkid265105208","70-1001-2032","10/27/16","NA0008944107","Mouth"
"450","UBMkid265127789","69-037-10","10/22/15","NA0010630070","Skin"
"451","UBMkid265129249","69-022-03","5/5/14","NA0008933451","Skin"
"452","UBMkid266105197","69-047-08","8/11/16","NA0008948890","Mouth"
"453","UBMkid266105437","69-032-10","12/1/16","NA0008948867","Mouth"
"454","UBMkid266107527","69-026-02","1/15/14","NA0008332893","Mouth"
"455","UBMkid266127772","69-123-5021","8/4/17","NA0011525134","Skin"
"456","UBMkid268105053","69-001-6036","5/1/15","NA0008362417","Mouth"
"457","UBMkid268128699","69-064-6012","4/2/15","NA0008898718","Skin"
"458","UBMkid268128930","69-032-03","3/24/14","NA0008943096","Skin"
"459","UBMkid269128824","69-063-6035","4/9/15","NA0008898707","Skin"
"460","UBMkid269128974","69-023-6025","4/20/15","NA0008943066","Skin"
"461","UBMkid269129053","69-010-03","4/17/15","NA0008943073","Skin"
"462","UBMkid269129387","69-026-01","10/16/13","NA0008933471","Skin"
"463","UBMkid270105006","69-053-1035","7/10/15","NA0008353272","Mouth"
"464","UBMkid270105239","69-122-1014","4/22/16","NA0008944115","Mouth"
"465","UBMkid271128656","69-001-4011","9/12/14","NA0008898705","Skin"
"466","UBMkid271129095","69-053-1021","5/14/15","NA0008941444","Skin"
"467","UBMkid272105306","69-060-07","5/24/16","NA0011525446","Mouth"
"468","UBMkid273105258","70-1010-6013","5/24/16","NA0008948891","Mouth"
"469","UBMkid273127988","69-080-07","12/20/16","NA0010629632","Skin"
"470","UBMkid273128625","69-064-6016","5/4/15","NA0008898719","Skin"
"471","UBMkid273129000","69-003-1011","2/24/14","NA0008941395","Skin"
"472","UBMkid275105103","70-1003-13","11/20/15","NA0008353260","Mouth"
"473","UBMkid275127865","70-1003-05","10/30/13","NA0010630085","Skin"
"474","UBMkid275129386","69-063-6014","12/8/14","NA0008932993","Skin"
"475","UBMkid277104598","69-089-01","4/29/15","NA0008332479","Mouth"
"476","UBMkid277107414","69-027-01","10/29/13","NA0008332878","Mouth"
"477","UBMkid278128033","69-097-06","12/7/16","NA0010629652","Skin"
"478","UBMkid278128896","69-016-03","3/12/14","NA0011470349","Skin"
"479","UBMkid278129224","69-039-02","1/22/14","NA0008932981","Skin"
"480","UBMkid278819423","69-123-5032","4/18/18","NA0014756498","Skin"
"481","UBMkid279105213","70-1005-6025","8/4/16","NA0011525460","Mouth"
"482","UBMkid280105436","69-032-1033","4/25/16","NA0008944123","Mouth"
"483","UBMkid280107313","70-1011-03","9/25/13","NA0008328976","Mouth"
"484","UBMkid280128688","69-074-6025","5/4/15","NA0008949562","Skin"
"485","UBMkid280129226","69-037-1021","7/22/14","NA0011524455","Skin"
"486","UBMkid280819195","69-063-13","1/23/18","NA0014756491","Skin"
"487","UBMkid281105195","69-069-6035","5/19/16","NA0008944106","Mouth"
"488","UBMkid281127864","70-1011-12","7/10/17","NA0010629649","Skin"
"489","UBMkid281128751","69-016-1015","7/14/14","NA0008898720","Skin"
"490","UBMkid281129005","69-111-6014","10/12/15","NA0008941452","Skin"
"491","UBMkid283129440","69-016-01","9/6/13","NA0008933461","Skin"
"492","UBMkid283819204","69-001","11/4/13","NA0014756479","Skin"
"493","UBMkid284105780","69-114-6034","8/22/16","NA0008933416","Mouth"
"494","UBMkid285107503","69-042-01","4/16/14","NA0008352321","Mouth"
"495","UBMkid285129246","69-033-03","4/14/14","NA0011524473","Skin"
"496","UBMkid285129344","70-1011-06","7/15/14","NA0011524469","Skin"
"497","UBMkid286105109","69-074-6014","3/1/15","NA0008353282","Mouth"
"498","UBMkid286105519","69-001-7034","5/16/16","NA0008933576","Mouth"
"499","UBMkid286107510","69-026-03","4/16/14","NA0008352317","Mouth"
"500","UBMkid286127929","69-090-1035","12/15/16","NA0010630089","Skin"
"501","UBMkid286129205","69-030-02","12/11/13","NA0008933467","Skin"
"502","UBMkid287128599","69-058-04","4/3/15","NA0008898684","Skin"
"503","UBMkid287128798","69-058-02","9/15/14","NA0008898709","Skin"
"504","UBMkid287129015","69-063-6045","10/9/15","NA0008943078","Skin"
"505","UBMkid287129029","69-040-01","2/26/14","NA0008941445","Skin"
"506","UBMkid288107475","69-004-1011","2/19/14","NA0008328981","Mouth"
"507","UBMkid288107551","69-036-04","4/30/14","NA0008332879","Mouth"
"508","UBMkid288819342","69-012-12","2/13/18","NA0014756471","Skin"
"509","UBMkid288819495","69-090-1041","2/13/18","NA0014756510","Skin"
"510","UBMkid289107436","69-026-01","10/16/13","NA0008332900","Mouth"
"511","UBMkid289107441","69-012-05","1/23/14","NA0008329144","Mouth"
"512","UBMkid291105169","70-1008-2012","11/6/14","NA0009889547","Mouth"
"513","UBMkid291105311","69-123-6016","5/23/16","NA0011525456","Mouth"
"514","UBMkid291105696","69-026-4014","4/8/16","NA0008943454","Mouth"
"515","UBMkid291128862","69-045-01","3/19/14","NA0008943092","Skin"
"516","UBMkid291129107","69-012-04","6/17/13","NA0008941429","Skin"
"517","UBMkid291129434","69-021-01","9/20/13","NA0011524478","Skin"
"518","UBMkid292104950","69-001-6047","11/24/15","NA0008367022","Mouth"
"519","UBMkid292104997","69-109-5012","11/9/15","NA0008343796","Mouth"
"520","UBMkid292105512","69-058-08","4/7/16","NA0008933411","Mouth"
"521","UBMkid292107377","69-023-01","10/14/13","NA0008329146","Mouth"
"522","UBMkid292107568","69-037-03","5/21/14","NA0008332869","Mouth"
"523","UBMkid292819261","69-001-7073","2/6/18","NA0014756489","Skin"
"524","UBMkid293128842","69-028-6015","5/4/15","NA0008898711","Skin"
"525","UBMkid294104752","70-1005-11","5/13/15","NA0008332498","Mouth"
"526","UBMkid294105058","69-109-1011","8/24/15","NA0008367005","Mouth"
"527","UBMkid294105119","69-091-4011","11/24/15","NA0008343788","Mouth"
"528","UBMkid294105123","69-085-1015","12/7/15","NA0008343787","Mouth"
"529","UBMkid296105320","69-023-11","8/4/16","NA0008948875","Mouth"
"530","UBMkid296127859","69-032-10","12/1/16","NA0010630098","Skin"
"531","UBMkid296127871","69-099-04","6/6/17","NA0011525137","Skin"
"532","UBMkid296128583","70-1006-09","9/10/14","NA0008898712","Skin"
"533","UBMkid296129399","70-1005-1022","7/11/14","NA0008933483","Skin"
"534","UBMkid297107501","69-016-01","9/6/13","NA0008329134","Mouth"
"535","UBMkid297127829","69-066-05","10/13/15","NA0008948211","Skin"
"536","UBMkid297129299","69-013-1012","12/3/14","NA0011524457","Skin"
"537","UBMkid298104708","70-1015-6026","7/9/15","NA0008332505","Mouth"
"538","UBMkid298104738","69-069-6032","2/1/16","NA0009889577","Mouth"
"539","UBMkid298107509","69-046-02","5/21/14","NA0008332883","Mouth"
"540","UBMkid298129063","69-058-06","10/7/15","NA0008943094","Skin"
"541","UBMkid299129423","69-024-01","10/14/13","NA0008933491","Skin"
"542","UBMkid301105549","70-1010-6025","10/27/16","NA0008933570","Mouth"
"543","UBMkid301107419","69-036-1013","1/6/14","NA0008332871","Mouth"
"544","UBMkid301128732","69-066-02","12/16/14","NA0008949531","Skin"
"545","UBMkid302127808","70-1002-08","6/11/14","NA0011525145","Skin"
"546","UBMkid303128879","69-085-1012","11/21/15","NA0008941424","Skin"
"547","UBMkid303129389","69-035-04","4/30/14","NA0008933008","Skin"
"548","UBMkid304104929","69-032-1023","12/10/15","NA0008343765","Mouth"
"549","UBMkid304105071","69-037-1025","8/26/14","NA0008343777","Mouth"
"550","UBMkid304127933","69-111-6015","10/15/15","NA0010630073","Skin"
"551","UBMkid305105343","70-1010-2023","11/9/16","NA0011525454","Mouth"
"552","UBMkid305128927","69-028-6034","10/12/15","NA0011470369","Skin"
"553","UBMkid306819303","70-1010-14","4/18/18","NA0014756484","Skin"
"554","UBMkid308104600","69-107-6021","2/1/16","NA0009889548","Mouth"
"555","UBMkid308105396","69-001-7043","10/20/16","NA0008948873","Mouth"
"556","UBMkid308127884","69-110-06","6/27/17","NA0011525132","Skin"
"557","UBMkid308129058","69-046-05","5/19/15","NA0008943065","Skin"
"558","UBMkid308129328","69-031-1014","4/23/14","NA0011524467","Skin"
"559","UBMkid309105277","69-001-7037","6/14/16","NA0008944142","Mouth"
"560","UBMkid310105307","69-026-10","6/27/16","NA0011531074","Mouth"
"561","UBMkid310105373","69-123-6036","9/16/16","NA0008948893","Mouth"
"562","UBMkid310105434","69-001-7039","7/29/16","NA0011525429","Mouth"
"563","UBMkid310127799","69-001-7063","8/7/17","NA0008948210","Skin"
"564","UBMkid310129203","69-036-04","4/30/14","NA0008933465","Skin"
"565","UBMkid311104875","70-1015-6021","6/8/15","NA0008332482","Mouth"
"566","UBMkid311127802","69-032-11","7/18/17","NA0010629651","Skin"
"567","UBMkid311819501","69-135-01","5/21/18","NA0014753038","Skin"
"568","UBMkid312104646","69-068-06","1/27/16","NA0009889549","Mouth"
"569","UBMkid312105398","70-1005-6015","5/13/16","NA0008948896","Mouth"
"570","UBMkid312127760","69-114-6012","10/26/15","NA0010630068","Skin"
"571","UBMkid312127950","69-053-01","6/25/14","NA0010630078","Skin"
"572","UBMkid312128762","69-064-03","1/28/15","NA0008898717","Skin"
"573","UBMkid312129012","69-035-10","10/9/15","NA0011470359","Skin"
"574","UBMkid313105464","70-1005-6031","10/24/16","NA0011525417","Mouth"
"575","UBMkid313107585","69-048-04","12/10/14","NA0008332857","Mouth"
"576","UBMkid313129166","69-004-1011","2/19/14","NA0008933479","Skin"
"577","UBMkid314107421","69-034-02","1/29/14","NA0008332892","Mouth"
"578","UBMkid314128626","69-001-4012","9/15/14","NA0008949571","Skin"
"579","UBMkid315105302","69-123-6032","9/2/16","NA0008948886","Mouth"
"580","UBMkid316105422","69-001-1042","7/5/16","NA0008948864","Mouth"
"581","UBMkid317107434","69-035-02","12/18/13","NA0008352309","Mouth"
"582","UBMkid317128624","69-026-1015","12/12/14","NA0008949536","Skin"
"583","UBMkid317129267","69-031-1011","4/3/14","NA0011524468","Skin"
"584","UBMkid318104817","70-1010-09","8/3/15","NA0008332494","Mouth"
"585","UBMkid318105203","69-104-6022","2/9/16","NA0011525420","Mouth"
"586","UBMkid318105401","69-069-6036","2/26/16","NA0008948902","Mouth"
"587","UBMkid318127858","69-021-4013","7/2/14","NA0010630103","Skin"
"588","UBMkid318819051","69-070-04","3/9/18","NA0014756482","Skin"
"589","UBMkid318819120","69-069-08","11/29/17","NA0014756470","Skin"
"590","UBMkid319105444","69-107-6025","4/7/16","NA0011525416","Mouth"
"591","UBMkid319129083","69-012-02","6/13/13","NA0008943057","Skin"
"592","UBMkid319129408","69-001-6014","12/7/14","NA0011524462","Skin"
"593","UBMkid320128847","69-079-1013","3/6/15","NA0011470367","Skin"
"594","UBMkid320129188","69-016-02","12/11/13","NA0008933496","Skin"
"595","UBMkid321104936","69-026-2014","10/9/14","NA0008353290","Mouth"
"596","UBMkid321128041","69-097-07","7/19/17","NA0011525149","Skin"
"597","UBMkid322105112","69-074-6014","2/26/15","NA0008353281","Mouth"
"598","UBMkid322127750","69-048-02","6/6/14","NA0010629662","Skin"
"599","UBMkid322129414","69-026-02","1/15/14","NA0008932977","Skin"
"600","UBMkid323105284","69-099-03","8/25/16","NA0008944126","Mouth"
"601","UBMkid324107512","69-063-6014","12/8/14","NA0008329012","Mouth"
"602","UBMkid324128955","69-037-1035","3/16/15","NA0008941403","Skin"
"603","UBMkid324129442","69-036-1015","1/22/14","NA0008933492","Skin"
"604","UBMkid326105082","69-114-6014","11/9/15","NA0008353268","Mouth"
"605","UBMkid326107393","69-036-1012","12/19/13","NA0008328975","Mouth"
"606","UBMkid326128750","69-064-6015","4/27/15","NA0008949554","Skin"
"607","UBMkid326128898","69-058-03","10/6/14","NA0011470361","Skin"
"608","UBMkid326819507","69-022-12","5/4/18","NA0014756469","Skin"
"609","UBMkid327105488","70-1008-13","8/3/16","NA0008944129","Mouth"
"610","UBMkid327105637","69-090-1032","11/15/16","NA0011531161","Mouth"
"611","UBMkid327107565","69-023-1014","2/3/14","NA0008329125","Mouth"
"612","UBMkid327819126","69-001","4/26/13","NA0014756496","Skin"
"613","UBMkid327819723","70-1012-17","2/20/18","NA0014756493","Skin"
"614","UBMkid327819834","69-001-7076","3/30/18","NA0014756483","Skin"
"615","UBMkid328105056","69-037-06","2/17/15","NA0008331870","Mouth"
"616","UBMkid328107463","69-001-64","10/3/13","NA0008329001","Mouth"
"617","UBMkid329128752","69-063-6033","3/30/15","NA0008949546","Skin"
"618","UBMkid330128717","69-026-06","1/22/15","NA0008949561","Skin"
"619","UBMkid331105645","69-085-07","12/14/16","NA0008898443","Mouth"
"620","UBMkid331128909","69-064-6035","10/8/15","NA0008943064","Skin"
"621","UBMkid331129018","69-031-04","8/7/14","NA0008941426","Skin"
"622","UBMkid331819720","69-001-7083","7/3/18","NA0014756468","Skin"
"623","UBMkid332105301","69-001-7033","5/9/16","NA0008948874","Mouth"
"624","UBMkid332105462","70-1005-6023","7/25/16","NA0008944116","Mouth"
"625","UBMkid332107579","69-053-01","6/25/14","NA0008328990","Mouth"
"626","UBMkid332127931","69-041-4012","6/27/14","NA0011525141","Skin"
"627","UBMkid332129042","69-045-07","10/9/15","NA0011470339","Skin"
"628","UBMkid333105338","69-001-7040","8/4/16","NA0011525457","Mouth"
"629","UBMkid333105487","69-010-06","2/17/16","NA0008948863","Mouth"
"630","UBMkid333107306","69-053-2015","11/26/14","NA0008329141","Mouth"
"631","UBMkid333129060","69-081-03","10/12/15","NA0008948177","Skin"
"632","UBMkid334104994","69-107-6013","10/19/15","NA0008332476","Mouth"
"633","UBMkid334107586","69-037-1013","2/5/14","NA0008329136","Mouth"
"634","UBMkid335128639","69-026-2022","5/5/15","NA0008949566","Skin"
"635","UBMkid335129257","69-034-03","5/28/14","NA0008933470","Skin"
"636","UBMkid335129297","69-035-05","7/23/14","NA0008933455","Skin"
"637","UBMkid336104723","69-074-6013","2/19/15","NA0008332487","Mouth"
"638","UBMkid336107495","70-1003-08","7/16/14","NA0008329117","Mouth"
"639","UBMkid336128983","69-006-02","7/11/13","NA0011470341","Skin"
"640","UBMkid336129221","69-023-1011","1/13/14","NA0008933017","Skin"
"641","UBMkid337105351","69-113-04","5/27/16","NA0011525445","Mouth"
"642","UBMkid337819654","69-109-7014","9/19/16","NA0014756480","Skin"
"643","UBMkid338105697","69-089-02","10/14/16","NA0008898451","Mouth"
"644","UBMkid338127928","69-055-01","6/6/14","NA0010630074","Skin"
"645","UBMkid338128956","69-069-1022","5/22/15","NA0008943051","Skin"
"646","UBMkid339105250","69-027-11","6/1/16","NA0008944120","Mouth"
"647","UBMkid340104665","69-100-6012","9/28/15","NA0008332489","Mouth"
"648","UBMkid340105185","69-063-6026","2/19/15","NA0008332506","Mouth"
"649","UBMkid340107560","69-036-1011","12/17/13","NA0008352305","Mouth"
